Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Alcohol_Consump,Smoking,Meal_Count,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Transport,Body_Level
Male,22.975526000000002,1.701986,95.0,yes,2.0,2.02127,no,no,3.0,Sometimes,yes,no,1.8148689999999998,1.066603,Public_Transportation,Body Level 4
Female,23.0,1.7,56.0,no,3.0,3.0,no,no,4.0,Always,no,yes,3.0,0.0,Automobile,Body Level 2
Male,24.178638,1.8674099999999998,121.68431100000001,yes,2.954417,2.104696,Sometimes,no,2.65772,Sometimes,yes,no,0.8700559999999999,0.0,Public_Transportation,Body Level 4
Male,20.0,1.78,68.0,no,2.0,3.0,no,no,1.0,Frequently,no,yes,2.0,1.0,Public_Transportation,Body Level 2
Female,23.0,1.6686490000000003,80.458343,yes,2.0,1.142873,no,no,2.256119,Sometimes,yes,no,0.807076,1.611271,Public_Transportation,Body Level 3
Male,26.0,1.91,84.0,yes,3.0,2.0,Frequently,yes,3.0,Frequently,yes,no,2.0,2.0,Public_Transportation,Body Level 2
Male,26.0,1.9,80.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,yes,yes,1.0,0.0,Automobile,Body Level 2
Female,20.206357999999998,1.7383970000000002,93.890682,yes,1.9966380000000001,1.033199,Sometimes,no,3.0,Sometimes,yes,no,0.584793,0.518297,Public_Transportation,Body Level 4
Female,18.152876000000003,1.694969,92.508122,yes,2.107854,1.383894,Sometimes,no,3.0,Sometimes,yes,no,1.030526,0.831412,Public_Transportation,Body Level 4
Female,16.0,1.55,45.0,yes,2.0,2.0,no,no,3.0,Frequently,no,no,1.0,1.0,Public_Transportation,Body Level 2
Female,37.524551,1.567915,76.129784,yes,2.0,2.102976,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Male,18.0,1.84,60.0,yes,3.0,2.0,Sometimes,no,4.0,Sometimes,yes,yes,2.0,0.0,Automobile,Body Level 1
Female,22.993679999999998,1.741377,54.877111,yes,3.0,2.0097959999999997,no,no,3.0,Frequently,yes,no,2.0,0.07131699999999999,Public_Transportation,Body Level 1
Female,18.48207,1.7,50.0,yes,1.592183,1.0863909999999999,Sometimes,no,3.535016,Sometimes,no,no,0.618913,1.0,Public_Transportation,Body Level 1
Female,22.77789,1.661415,120.74821299999999,yes,3.0,1.9103900000000003,Sometimes,no,3.0,Sometimes,yes,no,0.217455,0.77582,Public_Transportation,Body Level 4
Female,30.711381,1.5368190000000002,65.912688,no,2.030256,1.984323,no,no,2.948721,Sometimes,yes,no,0.9864139999999999,0.333673,Public_Transportation,Body Level 3
Female,21.0,1.75,88.0,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,3.0,0.0,Public_Transportation,Body Level 3
Male,18.0,1.76,69.5,no,3.0,3.0,no,no,3.0,Frequently,no,no,2.0,2.0,Public_Transportation,Body Level 2
Male,30.62865,1.766975,118.363376,yes,2.9643189999999997,2.377257,Sometimes,no,3.0,Sometimes,yes,no,0.614959,1.8750229999999999,Automobile,Body Level 4
Male,20.418832000000002,1.8366689999999999,105.257543,yes,2.0,2.793505,no,no,3.0,Sometimes,yes,no,2.21939,0.202902,Public_Transportation,Body Level 4
Female,40.0,1.55,62.0,no,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Male,20.432717,1.719342,80.790813,yes,2.215464,1.8099599999999998,no,no,2.1161950000000003,Sometimes,yes,no,1.910577,0.9717459999999999,Public_Transportation,Body Level 3
Male,18.0,1.75,85.0,no,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 3
Male,26.787841999999998,1.817641,87.10731700000001,yes,2.971588,1.394883,no,no,2.743277,Sometimes,no,no,2.0,0.470243,Automobile,Body Level 3
Female,16.38009,1.617124,67.913561,yes,2.851664,2.0,no,no,1.0,Sometimes,yes,no,0.977929,1.765321,Public_Transportation,Body Level 3
Female,21.274628,1.737453,50.479039,yes,3.0,1.326694,no,no,3.489918,Frequently,yes,no,0.791929,0.128394,Public_Transportation,Body Level 1
Female,16.129279,1.65,85.583485,yes,2.954996,1.0,no,no,3.0,Sometimes,yes,no,2.091862,1.06053,Public_Transportation,Body Level 4
Female,18.270433999999998,1.737165,76.699774,yes,2.838969,2.425927,Frequently,no,3.0,Sometimes,yes,no,1.0,1.453335,Public_Transportation,Body Level 3
Female,18.0,1.704193,50.631889,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,no,no,0.0,1.5255969999999999,Public_Transportation,Body Level 1
Female,19.0,1.65,82.0,yes,3.0,1.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 4
Male,26.734476,1.816197,119.62276399999999,yes,2.2470369999999997,2.718408,Sometimes,no,3.0,Sometimes,yes,no,0.763595,0.0,Public_Transportation,Body Level 4
Female,19.0,1.6,60.0,yes,2.0,2.0,Sometimes,no,3.0,Frequently,no,no,0.0,1.0,Public_Transportation,Body Level 2
Female,30.163408,1.533364,78.030383,yes,2.028225,1.7989169999999999,no,no,1.923607,Sometimes,yes,no,0.0,0.0,Public_Transportation,Body Level 4
Male,25.140074,1.8295290000000002,120.996581,yes,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,1.467863,0.34363499999999997,Public_Transportation,Body Level 4
Male,24.5822,1.7699330000000002,117.70870500000001,yes,1.475906,2.01943,Sometimes,no,2.999346,Sometimes,yes,no,1.046878,0.460866,Public_Transportation,Body Level 4
Female,17.065445,1.6478110000000001,49.603807,yes,3.0,1.438398,Sometimes,no,3.5660819999999998,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,19.429723000000003,1.813567,86.144904,yes,2.643183,2.3971240000000003,Sometimes,no,3.821461,Sometimes,yes,no,2.044165,0.471663,Public_Transportation,Body Level 3
Female,16.0,1.66,58.0,no,2.0,1.0,no,no,1.0,Sometimes,no,no,0.0,1.0,Walking,Body Level 2
Female,25.930376000000003,1.608808,102.083964,yes,3.0,1.019684,Sometimes,no,3.0,Sometimes,yes,no,0.026032999999999997,1.0,Public_Transportation,Body Level 4
Female,42.586285,1.571417,81.918809,yes,2.522183,1.872673,no,no,1.3269819999999999,Sometimes,yes,no,1.048507,0.0,Automobile,Body Level 4
Male,25.846279,1.772731,115.828167,yes,2.381164,2.170225,Sometimes,no,3.0,Sometimes,yes,no,1.211048,1.89933,Public_Transportation,Body Level 4
Female,19.0,1.5,50.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,no,no,0.0,2.0,Public_Transportation,Body Level 2
Female,26.595893,1.6607560000000001,78.574786,yes,2.0,2.0,Frequently,no,2.597608,Sometimes,yes,no,0.0,0.434198,Public_Transportation,Body Level 3
Male,21.0,1.67,67.0,yes,3.0,2.0,no,no,1.0,Always,yes,no,1.0,1.0,Public_Transportation,Body Level 2
Female,20.3756,1.787195,151.975864,yes,3.0,2.304716,Sometimes,no,3.0,Sometimes,yes,no,0.8266600000000001,0.914492,Public_Transportation,Body Level 4
Male,18.216032000000002,1.755507,52.0,yes,3.0,2.0,no,no,3.0,Frequently,yes,no,0.658894,1.0,Public_Transportation,Body Level 1
Male,21.037514,1.636592,70.0,yes,2.0,2.881677,Sometimes,no,1.0,no,no,no,0.9156989999999999,0.0,Public_Transportation,Body Level 3
Female,26.0,1.641918,111.86899,yes,3.0,2.635454,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.088309,Public_Transportation,Body Level 4
Male,19.0,1.83,82.0,yes,3.0,2.0,Sometimes,no,3.0,Frequently,yes,no,2.0,0.0,Public_Transportation,Body Level 2
Female,22.829681,1.616085,82.582954,yes,2.663866,2.379275,no,no,1.416309,Sometimes,yes,no,0.256323,0.598244,Public_Transportation,Body Level 4
Male,23.327835999999998,1.7544389999999999,119.441207,yes,1.8934279999999999,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.9173830000000003,0.93648,Public_Transportation,Body Level 4
Female,47.283374,1.643786,81.97874300000001,yes,2.037585,1.827351,no,no,1.418985,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,18.744914,1.8019830000000001,138.034526,yes,3.0,2.691591,Sometimes,no,3.0,Sometimes,yes,no,1.168368,0.735372,Public_Transportation,Body Level 4
Female,21.521294,1.803677,160.639405,yes,3.0,2.404049,Sometimes,no,3.0,Sometimes,yes,no,0.42790500000000004,0.639894,Public_Transportation,Body Level 4
Female,20.147114000000002,1.528011,42.0,yes,3.0,1.322669,Sometimes,no,1.0,Frequently,no,no,0.0,0.47867600000000005,Public_Transportation,Body Level 1
Male,31.662814,1.8489650000000002,98.912261,yes,2.399531,2.535127,Sometimes,no,2.623079,Sometimes,yes,no,1.0307520000000001,0.606264,Automobile,Body Level 3
Male,19.72925,1.7933150000000002,58.19515,yes,2.508835,2.0769330000000004,no,no,3.4359050000000004,Sometimes,yes,no,2.026668,1.4433280000000002,Automobile,Body Level 1
Male,22.720449,1.65,89.139209,yes,2.103335,3.0,no,no,2.964024,Sometimes,yes,no,0.632947,1.0,Public_Transportation,Body Level 4
Female,19.314429,1.67231,49.713944,yes,2.562409,1.67062,Sometimes,no,3.488342,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,18.0,1.7393439999999998,50.951444,yes,1.8898830000000002,1.9595310000000001,Sometimes,no,3.0,Sometimes,yes,no,0.520407,1.151166,Public_Transportation,Body Level 1
Female,26.0,1.635905,111.571076,yes,3.0,2.5113990000000004,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.258472,Public_Transportation,Body Level 4
Male,29.687488000000002,1.909198,129.679131,yes,2.08868,1.5202149999999999,Sometimes,no,3.0,Sometimes,yes,no,1.8573509999999998,0.0,Public_Transportation,Body Level 4
Male,18.470562,1.8564060000000002,58.673963,yes,2.34222,2.311791,no,no,3.937099,Sometimes,yes,no,2.013377,1.128355,Automobile,Body Level 1
Male,19.816948999999997,1.806947,85.079589,yes,2.0,2.292073,Sometimes,no,3.0,Sometimes,yes,no,1.067817,0.19668,Public_Transportation,Body Level 3
Male,21.997335,1.65,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.527341,2.0,Public_Transportation,Body Level 3
Male,23.0,1.8,77.0,no,2.0,2.0,Frequently,no,3.0,Sometimes,yes,no,2.0,1.0,Public_Transportation,Body Level 2
Male,21.544554,1.84998,122.60991100000001,yes,3.0,1.179254,Sometimes,no,1.971659,Sometimes,yes,no,0.178856,0.0,Public_Transportation,Body Level 4
Male,29.389239,1.6818549999999999,90.0,yes,2.0884099999999997,2.7732360000000003,Sometimes,no,2.644692,Sometimes,yes,no,1.252472,0.0,Automobile,Body Level 4
Female,20.190732999999998,1.6807619999999999,125.418548,yes,3.0,1.124366,Sometimes,no,3.0,Sometimes,yes,no,0.877067,0.552006,Public_Transportation,Body Level 4
Male,28.825222999999998,1.7658740000000002,82.045045,yes,1.064162,2.0284259999999996,Sometimes,no,3.98955,Sometimes,yes,no,0.81517,0.8946780000000001,Public_Transportation,Body Level 3
Male,22.882558,1.793451,89.90925899999999,yes,1.899116,1.39854,Sometimes,no,2.3750259999999996,Sometimes,yes,no,0.0,1.365793,Public_Transportation,Body Level 3
Female,18.634286,1.669354,126.088301,yes,3.0,1.144539,Sometimes,no,3.0,Sometimes,yes,no,0.9220139999999999,0.899673,Public_Transportation,Body Level 4
Male,30.796262,1.668478,100.543983,yes,2.9553,1.0,no,no,2.378211,Sometimes,yes,no,1.7382669999999998,0.39453299999999997,Public_Transportation,Body Level 4
Female,21.0,1.7544970000000002,77.956921,yes,2.446872,1.8103099999999999,Sometimes,no,2.372311,Sometimes,yes,no,0.09489299999999999,1.6507779999999999,Public_Transportation,Body Level 3
Female,19.0,1.63,58.0,no,3.0,2.0,no,no,3.0,Sometimes,no,yes,0.0,0.0,Public_Transportation,Body Level 2
Female,25.472995,1.688911,78.434492,yes,2.182401,2.4569389999999998,Frequently,no,2.832018,Sometimes,yes,no,0.038808999999999996,0.524015,Public_Transportation,Body Level 3
Male,23.285553,1.717775,85.312639,yes,2.951591,2.971557,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.947192,Public_Transportation,Body Level 3
Male,21.017383,1.752391,79.109637,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.57223,0.0,Automobile,Body Level 3
Male,18.525834,1.776989,57.275946,yes,2.0,2.575535,no,no,3.7471629999999996,Sometimes,yes,no,2.0,1.8438299999999999,Automobile,Body Level 1
Male,18.0,1.74,86.0,no,3.0,2.0,no,no,3.0,Sometimes,no,no,3.0,0.0,Public_Transportation,Body Level 3
Male,22.977357,1.8396990000000002,120.431551,yes,2.382705,1.9992779999999999,Sometimes,no,2.938902,Sometimes,yes,no,1.686229,0.630866,Public_Transportation,Body Level 4
Male,23.0,1.76,90.0,yes,3.0,1.0,no,no,3.0,Sometimes,no,no,0.0,0.0,Public_Transportation,Body Level 3
Female,25.959772,1.642098,104.96675800000001,yes,3.0,1.482002,Sometimes,no,3.0,Sometimes,yes,no,0.20410799999999998,0.657221,Public_Transportation,Body Level 4
Male,20.0,1.8,114.0,yes,2.0,2.0,no,no,3.0,Frequently,yes,no,0.0,1.0,Public_Transportation,Body Level 4
Male,25.062942,1.8283909999999999,120.99826599999999,yes,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,1.685369,0.264969,Public_Transportation,Body Level 4
Male,25.717522,1.673491,103.706181,yes,2.668949,1.279443,no,no,1.134321,Sometimes,yes,no,0.11243,1.1355030000000002,Public_Transportation,Body Level 4
Female,40.0,1.561109,62.871793999999994,yes,2.948248,2.429911,Sometimes,no,3.0,Sometimes,yes,no,0.11964000000000001,0.360193,Automobile,Body Level 3
Male,30.577944,1.783953,120.613561,yes,2.341999,2.299878,Sometimes,no,3.0,Sometimes,yes,no,0.565242,0.921991,Automobile,Body Level 4
Male,31.56724,1.753327,118.26568999999999,yes,2.2328360000000003,2.146398,Sometimes,no,3.0,Sometimes,yes,no,0.886817,0.47786999999999996,Automobile,Body Level 4
Female,18.378203,1.746061,128.261402,yes,3.0,2.5016380000000003,Sometimes,no,3.0,Sometimes,yes,no,1.5461790000000002,0.66488,Public_Transportation,Body Level 4
Male,22.0,1.65,62.0,yes,2.0,2.0,Sometimes,no,4.0,Frequently,no,no,2.0,0.0,Public_Transportation,Body Level 2
Female,19.0,1.67,64.0,yes,3.0,2.0,Sometimes,no,3.0,Sometimes,no,no,2.0,1.0,Automobile,Body Level 2
Male,31.484494,1.707613,82.586893,yes,2.795086,1.367876,no,no,3.250467,Sometimes,yes,no,0.022958000000000003,0.0,Automobile,Body Level 3
Female,37.0,1.65,73.0,no,3.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Female,26.0,1.6331950000000002,111.883747,yes,3.0,2.6195169999999997,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.140368,Public_Transportation,Body Level 4
Male,20.0,1.83,66.0,no,2.0,2.0,no,no,3.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 2
Male,17.038222,1.710564,51.588874,yes,2.0,2.3710150000000003,Sometimes,no,2.057935,Sometimes,no,no,0.288032,0.714627,Public_Transportation,Body Level 1
Female,20.225396,1.550648,44.641796,yes,3.0,1.0,Sometimes,no,2.857787,Frequently,no,no,0.754646,0.0,Public_Transportation,Body Level 1
Male,25.758307000000002,1.766547,115.45845,yes,2.2039619999999998,2.15687,Sometimes,no,3.0,Sometimes,yes,no,1.289421,1.220767,Public_Transportation,Body Level 4
Female,18.827008,1.7,50.0,yes,1.0,1.0,Sometimes,no,3.2405779999999997,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,37.275298,1.746055,83.282232,yes,2.746408,2.265727,no,no,1.058123,Sometimes,yes,no,0.885633,0.673408,Automobile,Body Level 3
Female,18.0,1.6929130000000001,89.93889,yes,2.818502,1.9912509999999999,no,no,3.0,Sometimes,yes,no,1.492967,0.0,Public_Transportation,Body Level 4
Female,23.0,1.665199,83.15115,yes,2.9282340000000002,2.7773790000000003,no,no,1.458507,Sometimes,yes,no,0.354541,1.707018,Public_Transportation,Body Level 4
Female,21.0,1.5,42.3,no,1.0,2.0,no,no,1.0,Sometimes,yes,no,3.0,0.0,Public_Transportation,Body Level 2
Female,19.0,1.76,79.349221,yes,2.0,3.0,no,no,1.8938110000000001,Sometimes,yes,no,1.3762290000000001,1.801322,Public_Transportation,Body Level 3
Female,21.478496,1.686936,51.256059,yes,3.0,1.910378,no,no,3.179995,Frequently,yes,no,0.48061400000000004,0.625079,Public_Transportation,Body Level 1
Female,22.717942999999998,1.59559,44.581159,no,2.596579,1.490613,no,no,1.10548,Frequently,no,no,0.345684,0.0,Public_Transportation,Body Level 1
Male,22.649792,1.6850450000000001,81.02211899999999,yes,2.0,1.606076,no,no,2.756622,Sometimes,yes,no,0.43297299999999994,1.749586,Public_Transportation,Body Level 3
Female,21.0,1.62,64.0,no,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Female,20.891491000000002,1.748313,133.573787,yes,3.0,2.874336,Sometimes,no,3.0,Sometimes,yes,no,1.624981,0.825609,Public_Transportation,Body Level 4
Male,22.0,1.74,75.0,yes,3.0,1.0,no,no,3.0,Frequently,yes,no,1.0,0.0,Automobile,Body Level 2
Male,19.0,1.78,64.0,yes,2.0,1.0,no,no,3.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Male,21.00829,1.621412,70.0,yes,2.0,2.795651,Sometimes,no,1.0,no,no,no,0.8087300000000001,0.0,Public_Transportation,Body Level 3
Female,21.0,1.7548130000000002,77.929204,yes,2.915279,1.530046,Sometimes,no,1.104642,Sometimes,yes,no,1.360635,0.0,Public_Transportation,Body Level 3
Female,26.0,1.618867,110.777391,yes,3.0,2.618198,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.380695,Public_Transportation,Body Level 4
Female,42.189023,1.6477680000000001,79.165306,yes,2.0,1.0,no,no,3.0,Sometimes,yes,no,0.0,1.48189,Automobile,Body Level 3
Female,25.483381,1.565288,64.84862700000001,no,2.0,1.0,no,no,1.0,Sometimes,yes,no,0.740633,0.0,Public_Transportation,Body Level 3
Male,19.241058,1.856811,88.633616,yes,2.047069,1.6410220000000002,Sometimes,no,3.829101,Sometimes,yes,no,1.5548170000000001,0.248218,Public_Transportation,Body Level 3
Female,17.764764000000003,1.78656,50.0,yes,2.784464,1.0,Sometimes,no,4.0,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,36.542885,1.75,119.43464499999999,yes,2.72989,2.030084,Sometimes,no,3.0,Sometimes,yes,no,0.592607,0.754417,Automobile,Body Level 4
Male,18.0,1.7065299999999999,51.121749,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,1.329237,Public_Transportation,Body Level 1
Female,18.947101999999997,1.518917,60.267427000000005,yes,2.838037,1.144467,Sometimes,no,2.737571,Sometimes,no,yes,0.753782,1.286844,Public_Transportation,Body Level 3
Male,26.826960999999997,1.673287,90.0,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.884935,0.12228,Automobile,Body Level 4
Female,20.70768,1.569878,69.743323,no,2.4176349999999998,1.9376740000000001,no,no,3.0,Sometimes,yes,no,1.417035,1.0,Public_Transportation,Body Level 3
Female,18.869151000000002,1.756774,79.989789,yes,2.0,2.781628,Frequently,no,2.658639,Sometimes,yes,no,1.9559919999999997,1.409198,Public_Transportation,Body Level 3
Male,17.521754,1.7579580000000001,52.09432,yes,2.2149799999999997,2.121251,Sometimes,no,2.64155,Sometimes,no,no,0.998391,0.85882,Public_Transportation,Body Level 1
Female,19.0,1.54,42.0,yes,3.0,2.0,no,no,1.0,Sometimes,no,no,0.0,1.0,Public_Transportation,Body Level 1
Female,26.0,1.643332,110.824698,yes,3.0,2.709654,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.25115,Public_Transportation,Body Level 4
Female,17.0,1.65,67.0,yes,3.0,2.0,no,no,1.0,Sometimes,yes,no,1.0,1.0,Walking,Body Level 2
Female,21.394047,1.792933,137.832414,yes,3.0,2.682909,Sometimes,no,3.0,Sometimes,yes,no,1.318743,0.9004969999999999,Public_Transportation,Body Level 4
Male,22.0,1.67,62.0,yes,2.0,2.0,Sometimes,no,1.0,no,no,no,0.0,0.0,Public_Transportation,Body Level 2
Female,21.243142000000002,1.598019,44.845655,no,3.0,2.444125,no,no,1.72626,Frequently,no,no,1.31817,0.0,Public_Transportation,Body Level 1
Male,20.880160999999998,1.6743270000000001,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,1.66639,1.4432120000000002,Public_Transportation,Body Level 3
Male,17.080493,1.7827560000000002,56.02941800000001,yes,2.0,2.28525,no,no,4.0,Sometimes,yes,no,2.0,1.162801,Automobile,Body Level 1
Female,19.0,1.61,62.0,yes,3.0,2.0,Frequently,no,1.0,Frequently,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Male,23.365648999999998,1.757691,95.361795,yes,2.0,3.0,no,no,3.0,Sometimes,yes,no,3.0,2.0,Public_Transportation,Body Level 4
Male,19.799054,1.743702,54.92752900000001,yes,2.0,2.847264,Sometimes,no,3.28926,Sometimes,yes,no,1.6808439999999998,2.0,Public_Transportation,Body Level 1
Female,29.463168,1.659172,71.170001,yes,2.0,1.281683,Sometimes,no,3.0,Sometimes,yes,no,1.609801,0.0,Automobile,Body Level 3
Male,26.899886,1.812919,119.84144599999999,yes,2.3479419999999998,2.7306630000000003,Sometimes,no,3.0,Sometimes,yes,no,0.689371,0.188693,Public_Transportation,Body Level 4
Male,21.72127,1.712163,98.69997099999999,yes,2.0,2.205977,no,no,2.977543,Sometimes,yes,no,2.698874,2.0,Public_Transportation,Body Level 4
Female,35.483601,1.647514,73.91691999999999,no,3.0,1.6224399999999999,Sometimes,no,2.725012,Sometimes,yes,no,0.902661,0.0,Automobile,Body Level 3
Male,22.549208,1.629194,70.0,yes,2.0,2.803311,Sometimes,no,1.0,no,no,no,0.245354,0.0,Public_Transportation,Body Level 3
Male,25.822348,1.7666259999999998,114.187096,yes,2.0753209999999997,2.144838,Sometimes,no,3.0,Sometimes,yes,no,1.501754,0.276319,Public_Transportation,Body Level 4
Female,21.0,1.72,80.0,yes,2.0,2.0,Sometimes,no,3.0,Frequently,yes,yes,2.0,1.0,Public_Transportation,Body Level 3
Male,30.916426,1.781139,120.79453500000001,yes,2.111887,2.357373,Sometimes,no,3.0,Sometimes,yes,no,0.425621,1.416353,Automobile,Body Level 4
Female,20.741442000000003,1.694439,122.813033,yes,3.0,1.4094440000000001,Sometimes,no,3.0,Sometimes,yes,no,0.9335950000000001,0.8403930000000001,Public_Transportation,Body Level 4
Female,21.305401999999997,1.694952,133.76473000000001,yes,3.0,1.338241,Sometimes,no,3.0,Sometimes,yes,no,1.92628,0.886135,Public_Transportation,Body Level 4
Female,37.96543,1.560199,80.0,yes,2.533605,1.893691,Sometimes,no,1.271624,Sometimes,yes,no,1.296535,0.0,Automobile,Body Level 4
Male,18.424941,1.7533889999999999,54.121925,yes,2.0,2.278578,Sometimes,no,3.16645,Sometimes,yes,no,1.8388810000000002,2.0,Public_Transportation,Body Level 1
Female,25.908829,1.607734,102.305767,yes,3.0,1.0305010000000001,Sometimes,no,3.0,Sometimes,yes,no,0.06582,0.9914729999999999,Public_Transportation,Body Level 4
Male,23.0,1.68,62.0,no,2.0,2.0,Sometimes,no,4.0,Frequently,no,no,0.0,0.0,Automobile,Body Level 2
Female,22.0,1.67,50.0,no,3.0,3.0,Sometimes,no,3.0,no,yes,yes,2.0,1.0,Public_Transportation,Body Level 1
Male,22.352025,1.7547110000000001,105.00070600000001,yes,2.871137,2.627569,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 4
Male,25.447208,1.6589099999999999,104.548794,yes,2.859097,1.530508,no,no,1.3403610000000001,Sometimes,yes,no,0.174475,1.2617049999999999,Public_Transportation,Body Level 4
Male,21.556361,1.773664,116.160329,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.399183,1.0,Public_Transportation,Body Level 4
Female,23.0,1.63,55.0,no,3.0,2.0,no,no,3.0,no,yes,yes,2.0,1.0,Public_Transportation,Body Level 2
Female,21.840654,1.747479,136.516648,yes,3.0,1.607531,Sometimes,no,3.0,Sometimes,yes,no,1.963379,0.858392,Public_Transportation,Body Level 4
Male,21.624551999999998,1.7901509999999998,106.32068600000001,yes,2.490776,2.654517,Sometimes,no,3.0,Sometimes,yes,no,0.112454,0.756339,Public_Transportation,Body Level 4
Male,18.0,1.85,60.0,yes,3.0,2.0,Sometimes,no,4.0,Sometimes,yes,yes,2.0,0.0,Automobile,Body Level 1
Female,18.0,1.6,58.0,yes,2.0,3.0,no,no,3.0,Sometimes,yes,no,3.0,0.0,Public_Transportation,Body Level 2
Male,23.884211999999998,1.713825,83.952968,yes,2.0,1.8107380000000002,Sometimes,no,2.6648,Sometimes,yes,no,0.80989,1.0,Public_Transportation,Body Level 3
Male,37.997912,1.7607099999999998,118.668332,yes,2.611222,1.7963759999999998,Sometimes,no,2.992083,Sometimes,yes,no,0.641954,0.20281,Automobile,Body Level 4
Female,26.0,1.584782,105.05559699999999,yes,3.0,1.197667,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.5347689999999999,Public_Transportation,Body Level 4
Male,29.0,1.77,83.0,yes,1.0,3.0,no,no,4.0,Frequently,no,no,0.0,1.0,Motorbike,Body Level 3
Male,32.867331,1.6974209999999998,103.017623,yes,2.600217,1.0,no,no,2.175153,Sometimes,yes,no,1.985536,0.0,Public_Transportation,Body Level 4
Male,26.0,1.7,70.0,no,3.0,2.0,Frequently,no,1.0,Frequently,yes,no,2.0,0.0,Public_Transportation,Body Level 2
Female,22.654316,1.621233,82.0,yes,1.063449,2.0,Sometimes,no,1.0,Sometimes,yes,no,0.0,1.482016,Public_Transportation,Body Level 4
Female,20.670975,1.509408,64.852953,no,2.2940669999999996,2.0,no,no,3.209508,Sometimes,yes,no,1.1030879999999998,1.2610430000000001,Public_Transportation,Body Level 3
Female,21.90012,1.843419,165.057269,yes,3.0,2.406541,Sometimes,no,3.0,Sometimes,yes,no,0.10032,0.479221,Public_Transportation,Body Level 4
Male,21.084625,1.787264,58.585145999999995,yes,2.530233,2.387945,no,no,3.24934,Sometimes,yes,no,1.976341,1.672508,Automobile,Body Level 1
Female,22.0,1.56,49.0,yes,2.0,1.0,no,no,3.0,Sometimes,no,yes,2.0,0.0,Walking,Body Level 2
Male,18.0,1.799779,108.934574,yes,2.0,2.434832,no,no,1.194815,Sometimes,yes,no,1.0,1.541455,Public_Transportation,Body Level 4
Female,26.0,1.633442,111.821817,yes,3.0,2.550672,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.22465500000000002,Public_Transportation,Body Level 4
Female,20.0,1.54,39.0,yes,1.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,3.0,2.0,Public_Transportation,Body Level 1
Male,23.252906,1.7758150000000001,97.813023,yes,2.0,3.0,no,no,3.0,Sometimes,yes,no,3.0,2.0,Public_Transportation,Body Level 4
Female,17.0,1.58,50.0,yes,1.0,2.0,Sometimes,no,4.0,Frequently,no,no,1.0,2.0,Public_Transportation,Body Level 2
Female,28.830558,1.7,78.0,yes,3.0,1.699971,Frequently,no,3.0,Sometimes,yes,no,1.727114,1.0,Automobile,Body Level 3
Male,26.011928,1.777251,106.452367,yes,3.0,1.9113790000000002,Sometimes,no,3.0,Sometimes,yes,no,1.911096,1.032392,Public_Transportation,Body Level 4
